id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34478325,Townhouse in Vancouver · ★4.87 · Studio · 1 bed · 1 bath,21979733,Gordon,,Fairview,49.26672,-123.13075,Entire home/apt,216,1,206,2023-06-04,4.15,1,23,60,23-156900
34480865,Rental unit in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,242342369,Omar,,Downtown,49.27339,-123.10189,Private room,129,3,6,2019-09-18,0.12,1,0,0,
34486430,Condo in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,15247934,Peter,,Downtown,49.27931,-123.11425,Entire home/apt,268,260,22,2022-11-30,0.45,1,0,9,19-192489
34502547,Rental unit in Vancouver · ★4.53 · 1 bedroom · 2 beds · 1 bath,67446139,Morgan,,Downtown,49.27827,-123.12106,Entire home/apt,139,30,179,2023-04-27,3.6,1,104,6,19-207762
34510809,Home in Vancouver · ★4.83 · 2 bedrooms · 3 beds · 1 bath,260468445,Tom,,Hastings-Sunrise,49.26619,-123.02802,Entire home/apt,221,2,69,2023-06-09,1.41,1,0,31,23-158082
34511658,Condo in Vancouver · 1 bedroom · 2 beds · 1 bath,68773380,Taylor,,West End,49.28905,-123.14016,Entire home/apt,269,3,1,2019-07-01,0.02,1,0,0,19233979
34513875,Guesthouse in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 bath,6738273,Hira,,Sunset,49.22877,-123.10511,Entire home/apt,85,3,51,2022-09-19,1.03,1,0,10,Licence number 22-157690
34516270,Guest suite in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1 bath,107582424,Yuri,,Dunbar Southlands,49.25427,-123.17841,Entire home/apt,125,50,16,2020-03-27,0.38,1,0,0,19-317641
34516436,Villa in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 private bath,182110861,Yannie,,Dunbar Southlands,49.23859,-123.19518,Private room,191,1,22,2023-05-21,0.47,4,156,18,
34516983,Condo in Vancouver · ★4.81 · 2 bedrooms · 2 beds · 1 bath,260520686,Saeromi,,Downtown,49.28028,-123.12654,Entire home/apt,249,28,21,2023-02-01,0.44,1,32,5,19175394
34534702,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,41746903,Coleen,,Downtown,49.2778,-123.12934,Entire home/apt,110,60,1,2022-08-22,0.1,3,256,1,
34537516,Condo in Vancouver · ★4.75 · 2 bedrooms · 2 beds · 1 bath,256382017,Russ,,Kitsilano,49.25999,-123.14747,Entire home/apt,185,1,30,2020-03-16,0.61,1,0,0,22-157051
34538696,Guest suite in Vancouver · ★4.73 · 2 bedrooms · 2 beds · 2 baths,1887496,Juliette,,West Point Grey,49.2584,-123.21416,Entire home/apt,300,5,40,2023-06-03,0.8,2,63,12,22-156198
34541710,Guest suite in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 1 bath,119171146,Lisa,,Arbutus Ridge,49.24692,-123.16597,Entire home/apt,150,30,6,2022-07-06,0.13,1,230,1,
34574221,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 2 baths,199518544,Vancouver Home Sweet Home,,Mount Pleasant,49.27149,-123.10447,Entire home/apt,250,30,7,2021-01-30,0.16,1,304,0,
34576151,Home in Vancouver · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,39021349,Jane,,Riley Park,49.25462,-123.09514,Private room,65,3,35,2023-06-04,0.72,2,176,7,
34577064,Home in Vancouver · 2 bedrooms · 3 beds · 1.5 baths,189396692,Ismail,,Victoria-Fraserview,49.22455597,-123.0552826,Entire home/apt,59,30,0,,,1,1,0,22-119918
34578927,Guest suite in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 bath,260916083,Michael,,Kitsilano,49.26461,-123.1564,Entire home/apt,172,1,297,2023-06-04,6.21,1,35,86,23-156941
34579108,Guest suite in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1 bath,260918128,Dillon,,Riley Park,49.25358,-123.10384,Entire home/apt,200,2,30,2023-05-31,0.65,1,81,12,20-162571
34605813,Villa in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1 bath,39674492,Gary,,Renfrew-Collingwood,49.24339,-123.03071,Entire home/apt,194,2,5,2023-05-21,0.1,1,329,1,23-158403
34629428,Home in Vancouver · ★4.89 · 3 bedrooms · 3 beds · 3.5 baths,261260061,Yan,,Killarney,49.22159,-123.04221,Entire home/apt,259,1,84,2023-05-24,1.71,1,23,34,22-157150
34647721,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,6773625,Sasha,,Downtown Eastside,49.28277,-123.10719,Entire home/apt,250,90,6,2022-08-31,0.13,4,88,1,21-104715
34648642,Home in Vancouver · ★4.89 · 3 bedrooms · 3 beds · 2.5 baths,30434492,Anne-Maree,,Shaughnessy,49.23903,-123.15143,Entire home/apt,550,3,35,2023-05-28,0.74,1,166,21,22-238085
34649996,Guest suite in Vancouver · ★4.86 · Studio · 1 bed · 1 bath,25975232,Kelvin,,Marpole,49.21394,-123.11052,Entire home/apt,132,1,220,2023-06-03,4.5,1,92,80,22-156747
34655839,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1536721,Catherine,,Riley Park,49.24921,-123.10359,Private room,105,2,24,2023-06-06,0.52,1,50,2,
34678659,Condo in Vancouver · ★4.79 · 2 bedrooms · 2 beds · 1.5 baths,57685541,Sean,,Downtown,49.27968,-123.10883,Entire home/apt,387,1,300,2023-06-01,6.06,1,319,88,19231786
34679382,Guest suite in Vancouver · ★4.58 · 1 bedroom · 1 bed · 1 bath,248226743,Jag,,South Cambie,49.24963,-123.11933,Entire home/apt,90,30,53,2023-02-05,1.07,2,102,8,21-157635
34692199,Home in Vancouver · 1 bedroom · 1 bed · 1 bath,61286827,Bonnie,,Hastings-Sunrise,49.27636,-123.03481,Entire home/apt,85,7,2,2020-02-08,0.04,1,0,0,19-237439
34711944,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,261809530,James,,Downtown,49.28131,-123.1206,Entire home/apt,124,1,0,,,1,0,0,773-635-917-RT0001
34717213,Loft in Vancouver · ★4.92 · Studio · 2 beds · 1 bath,19637643,Nathaniel,,Grandview-Woodland,49.28619,-123.06425,Entire home/apt,186,4,48,2021-09-07,1.02,1,0,0,22-156754
34720427,Home in Vancouver · ★4.34 · 1 bedroom · 1 bed · 1 bath,259308579,Lan,,Hastings-Sunrise,49.28138,-123.05458,Entire home/apt,126,2,91,2023-05-23,1.88,2,60,47,22-189984
34752083,Rental unit in Vancouver · 2 bedrooms · 1 bed · 2 baths,118049551,Önder,,Downtown,49.2747,-123.12633,Entire home/apt,543,30,0,,,1,0,0,
34787711,Condo in Vancouver · ★5.0 · 2 bedrooms · 1 bed · 1 bath,809844,David,,Mount Pleasant,49.26463,-123.09915,Entire home/apt,210,7,4,2022-08-01,0.08,1,25,1,19-239224
34793121,Home in Vancouver · 2 bedrooms · 3 beds · 1 private bath,262346121,Michelle,,Dunbar Southlands,49.24555,-123.18408,Private room,358,1,0,,,2,0,0,
34793653,Home in Vancouver · 2 bedrooms · 2 beds · 1 shared bath,262346121,Michelle,,Dunbar Southlands,49.24589,-123.18407,Private room,243,1,0,,,2,0,0,
34839915,Home in Vancouver · ★4.93 · 1 bedroom · 2 beds · 1 private bath,262652350,Jonathan,,Killarney,49.22847,-123.03216,Private room,72,2,28,2020-02-16,0.58,1,0,0,
34843631,Townhouse in Vancouver · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,10115522,Rachel H,,Grandview-Woodland,49.2879,-123.05895,Entire home/apt,299,6,11,2021-10-04,0.23,2,0,0,21-156888
34847091,Guest suite in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,262715131,Milly,,Renfrew-Collingwood,49.24616,-123.04223,Entire home/apt,150,30,52,2023-05-31,1.08,1,137,4,Not Required for 30+ days booking
34874854,Townhouse in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4169999,Anton,,Kitsilano,49.25839,-123.14987,Entire home/apt,206,30,17,2023-05-31,0.45,1,104,5,
34895728,Rental unit in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,263019124,Eddy,,Downtown,49.28435,-123.11226,Entire home/apt,120,90,4,2021-03-02,0.11,1,308,0,
34898227,Condo in Vancouver · ★4.40 · 2 bedrooms · 2 beds · 1 bath,52109244,Lindsay,,Downtown Eastside,49.28079,-123.09973,Entire home/apt,235,28,5,2021-08-16,0.11,1,0,0,20-162449
34900603,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,13004065,Patricia,,West End,49.28687,-123.13024,Entire home/apt,90,30,1,2019-09-26,0.02,1,0,0,
34903179,Home in Vancouver · ★4.91 · 3 bedrooms · 3 beds · 2 baths,168217258,Max,,West End,49.28839,-123.13291,Entire home/apt,850,2,11,2023-06-01,2.36,2,277,11,22-307618
34929386,Home in Vancouver · ★4.91 · 3 bedrooms · 6 beds · 1 bath,19342025,Jason,,Kensington-Cedar Cottage,49.25499,-123.07327,Entire home/apt,250,7,11,2019-09-02,0.23,1,0,0,19-241674
34936006,Townhouse in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 private bath,8705762,Matthew & Darya,,Fairview,49.26361,-123.12692,Private room,125,3,16,2019-09-26,0.33,1,0,0,
34937868,Rental unit in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 bath,263264899,Michiko,,West End,49.27866,-123.13646,Entire home/apt,231,7,97,2023-05-25,1.98,1,284,15,23-156909
34941557,Villa in Vancouver · ★4.65 · 2 bedrooms · 3 beds · 1.5 baths,189726827,Xiaoan,,Dunbar Southlands,49.25359,-123.18147,Private room,152,1,86,2023-06-03,1.77,3,47,34,
34949475,Guest suite in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,59847326,Laura,,Dunbar Southlands,49.24899,-123.1772,Entire home/apt,100,1,5,2019-09-01,0.11,1,0,0,19-231471
35015397,Home in Vancouver · ★4.71 · 1 bedroom · 1 bed · 1 bath,254454256,Monica,,Kensington-Cedar Cottage,49.24579,-123.05891,Entire home/apt,82,1,73,2023-05-17,1.5,2,0,30,23-156864
35015685,Home in Vancouver · ★4.25 · 1 bedroom · 1 bed · 2 shared baths,156460473,Ricky,,Oakridge,49.22391,-123.11891,Private room,35,30,20,2023-04-26,0.42,3,21,1,
35038809,Guest suite in Vancouver · ★4.83 · 2 bedrooms · 3 beds · 1 bath,182110861,Yannie,,Dunbar Southlands,49.24016,-123.19655,Entire home/apt,201,1,6,2023-06-04,0.12,4,75,3,19-198576
35040674,Condo in Vancouver · ★4.69 · 1 bedroom · 1 bed · 1 bath,263965143,Brenda,,Downtown,49.27905,-123.11899,Entire home/apt,238,2,88,2023-05-31,1.81,1,135,36,22180810
35044405,Guest suite in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1 bath,154211456,Lana,,Riley Park,49.24088,-123.09891,Entire home/apt,125,30,13,2023-05-01,0.28,1,0,3,19-242912
35045926,Rental unit in Vancouver · ★4.82 · Studio · 1 bed · 1 bath,264405694,Ryan,,West End,49.29148,-123.13554,Entire home/apt,208,2,38,2023-06-07,0.78,3,4,3,Exempt
35062952,Condo in Vancouver · 1 bedroom · 1 bed · 1 private bath,27671290,Cameron,,Downtown,49.27612,-123.12167,Private room,70,90,0,,,1,0,0,
35089036,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4292086,Anne,,Downtown,49.28778,-123.12574,Entire home/apt,279,30,15,2023-03-31,0.32,13,281,5,18-615266
35090765,Condo in Vancouver · ★4.91 · 2 bedrooms · 3 beds · 2 baths,79137483,Sadaf,,West End,49.28807,-123.12777,Entire home/apt,216,30,44,2023-02-25,0.92,1,36,3,19-244440
35091087,Guest suite in Vancouver · ★4.89 · 1 bedroom · 2 beds · 1 bath,6523532,Leslie,,Riley Park,49.25295,-123.09351,Entire home/apt,155,3,54,2023-06-02,1.12,1,277,27,23-156915
35095227,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,213654113,Shawn,,Mount Pleasant,49.26864,-123.1071,Entire home/apt,110,90,0,,,2,0,0,
35157060,Loft in Vancouver · ★4.77 · 2 bedrooms · 2 beds · 1 bath,264774694,Andrea,,Downtown Eastside,49.28363,-123.10386,Entire home/apt,225,3,15,2019-11-26,0.31,1,0,0,19-245537
35164437,Condo in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,262601866,Savio,,Downtown,49.27667,-123.1168,Entire home/apt,150,30,23,2023-05-07,0.48,1,308,5,
35164633,Guest suite in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,11917534,Gez & Dani,,Renfrew-Collingwood,49.24676,-123.05111,Entire home/apt,150,2,121,2023-05-31,2.48,1,72,40,22-156759
35169166,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 shared bath,15232103,Medi,,Downtown,49.27873,-123.12046,Private room,51,30,1,2019-10-04,0.02,2,0,0,
35189312,Home in Vancouver · ★4.77 · 2 bedrooms · 3 beds · 1.5 baths,264984269,David,,Kitsilano,49.25996,-123.16221,Entire home/apt,250,3,60,2023-05-23,1.23,1,262,15,23-156922
35190461,Guest suite in Vancouver · ★4.97 · Studio · 1 bed · 1 bath,62931740,Alan,,Downtown Eastside,49.27659,-123.08946,Entire home/apt,173,2,231,2023-06-06,4.84,1,119,75,23-156929
35191313,Rental unit in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,33234800,Zenia,,Kensington-Cedar Cottage,49.26164,-123.07352,Entire home/apt,134,1,17,2023-01-31,0.38,1,0,7,19-246075
35194772,Rental unit in Vancouver · ★4.80 · Studio · 1 bed · 1 bath,21857224,Max,,West End,49.28796,-123.1349,Entire home/apt,50,2,16,2020-03-12,0.33,1,0,0,19-250826
35194928,Rental unit in Vancouver · ★4.82 · 1 bedroom · 2 beds · 1 bath,99230711,Elitza,,West End,49.28572,-123.12401,Entire home/apt,300,3,68,2023-06-04,1.39,1,219,31,23-156918
35198788,Home in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 private bath,90704424,Makayla,,Hastings-Sunrise,49.28492,-123.02658,Private room,200,5,39,2023-06-05,0.82,2,53,9,
35200581,Rental unit in Vancouver · ★4.71 · 2 bedrooms · 2 beds · 1 bath,39181323,Isabel,,Kitsilano,49.26273,-123.18552,Entire home/apt,125,3,7,2019-08-25,0.14,5,282,0,18-591290
35222593,Guest suite in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,103148343,Zhaoying,,Dunbar Southlands,49.23665,-123.17934,Private room,90,1,3,2019-06-27,0.06,1,0,0,
35222652,Condo in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,50500908,Yvonne,,Downtown,49.27951,-123.10874,Entire home/apt,222,2,210,2023-05-25,4.39,1,123,89,22-240704
35239463,Home in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,136641767,Thang,,Renfrew-Collingwood,49.25437,-123.04379,Entire home/apt,88,1,46,2020-03-25,0.94,2,0,0,19-227670
35262401,Condo in Vancouver · ★4.72 · 1 bedroom · 2 beds · 1 bath,265469731,Jennifer,,Downtown,49.27962,-123.12405,Entire home/apt,200,1,241,2023-05-25,4.94,1,217,75,23-156908
35265562,Guest suite in Vancouver · ★4.85 · 2 bedrooms · 3 beds · 1 bath,265504225,Alex,,Riley Park,49.25214,-123.09817,Entire home/apt,157,1,149,2023-06-09,3.07,1,109,66,23-156916
35284317,Condo in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 2 baths,149827561,Peggy,,Fairview,49.26922,-123.13969,Entire home/apt,450,4,18,2020-01-26,0.38,1,20,0,19-249756
35287417,Guest suite in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,75359775,Sophia,,Riley Park,49.23631,-123.09558,Entire home/apt,144,3,86,2023-06-04,1.8,1,48,40,22-156764
35289970,Condo in Vancouver · ★4.90 · Studio · 1 bed · 1 bath,565580,Marina,,Downtown,49.27645,-123.12993,Entire home/apt,75,30,10,2023-05-14,0.21,1,6,5,
35322644,Rental unit in Vancouver · ★4.55 · 1 bedroom · 1 bed · Private half-bath,35332085,Stéphane,,Kensington-Cedar Cottage,49.24642,-123.06576,Private room,1000,180,22,2020-10-28,0.46,1,83,0,
35346140,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 1 bath,47650770,David,,Grandview-Woodland,49.2687,-123.06548,Entire home/apt,221,2,63,2023-06-01,1.3,1,18,29,21-157813
35357365,Condo in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,7074827,Leanne,,Downtown,49.27665,-123.13257,Entire home/apt,250,90,7,2022-04-16,0.15,2,186,0,
35376074,Home in Vancouver · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,17767330,Helen,,Kensington-Cedar Cottage,49.23398,-123.06804,Private room,90,5,43,2022-10-01,0.88,1,97,9,
35382659,Home in Vancouver · ★5.0 · 3 bedrooms · 4 beds · 2 baths,173802712,Clarabel,,Kensington-Cedar Cottage,49.23773,-123.08654,Entire home/apt,300,4,6,2021-08-31,0.13,1,17,0,19-252016
35419651,Guest suite in Vancouver · ★4.90 · 2 bedrooms · 2 beds · 1 bath,266567641,Perry,,Kitsilano,49.2673,-123.16752,Entire home/apt,441,30,93,2023-05-11,1.93,1,309,22,23-156933
35420313,Loft in Vancouver · ★4.82 · Studio · 3 beds · 1 bath,23458673,Elin,,Mount Pleasant,49.26736,-123.10059,Entire home/apt,230,1,17,2019-12-30,0.35,1,0,0,19-250218
35423100,Condo in Vancouver · ★4.65 · 2 bedrooms · 3 beds · 1.5 baths,32023177,Ramez,,Downtown,49.2804,-123.11,Entire home/apt,626,2,111,2023-05-28,2.29,1,159,38,22-156703
35459624,Rental unit in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,18121575,Soroush (亞明),,Downtown,49.28003,-123.10686,Entire home/apt,113,30,10,2023-05-31,0.22,1,110,3,19-222057
35460812,Condo in Vancouver · 2 bedrooms · 2 beds · 2 baths,183767715,Marion,,West End,49.28569,-123.12691,Entire home/apt,229,30,0,,,1,0,0,
35462542,Loft in Vancouver · ★4.0 · 1 bedroom · 1 bed · 1 bath,240458335,Sam,,Grandview-Woodland,49.28531,-123.06652,Private room,65,3,3,2019-07-02,0.06,1,0,0,Exempt
35466121,Home in Vancouver · ★4.78 · 4 bedrooms · 5 beds · 2.5 baths,230518254,Nj,,Kitsilano,49.26876,-123.17423,Entire home/apt,729,1,37,2023-05-28,0.77,1,10,25,22-156774
35468724,Condo in Vancouver · ★4.50 · 2 bedrooms · 2 beds · 2 baths,266773135,Parvaneh,,Downtown,49.27352,-123.12392,Entire home/apt,155,30,12,2023-03-24,0.27,1,283,3,
35493651,Rental unit in Vancouver · ★4.82 · 2 bedrooms · 2 beds · 1 bath,267029490,Thanasi,,Grandview-Woodland,49.28717,-123.06147,Entire home/apt,120,31,98,2021-11-28,2.02,1,297,0,21-157899
35494223,Home in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,267034716,Nancy,,Grandview-Woodland,49.27507,-123.06757,Entire home/apt,350,5,23,2023-05-31,0.48,1,98,3,23-156753
35496439,Guest suite in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,98451868,Rick,,Kitsilano,49.27174,-123.16352,Entire home/apt,197,3,147,2023-06-04,3.02,1,36,32,22-156762
35571642,Home in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,267639662,Rani,,South Cambie,49.24855,-123.12028,Entire home/apt,132,30,60,2023-05-06,1.25,1,103,13,22-151662
35572828,Guest suite in Vancouver · ★4.76 · 2 bedrooms · 2 beds · 1 bath,205309212,Jag,,South Cambie,49.24903,-123.12034,Entire home/apt,162,30,49,2023-06-07,1.03,2,114,7,22-151662
35582089,Home in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 1.5 baths,36835547,Amos,,Renfrew-Collingwood,49.24776,-123.04677,Entire home/apt,158,30,18,2023-04-30,0.39,1,24,4,
35585184,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,50478126,Tatiana,,Downtown,49.27714,-123.11859,Entire home/apt,110,30,14,2020-03-26,0.3,1,119,0,# 19-252676
35611230,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,267909838,Hugo,,West End,49.28635,-123.12469,Entire home/apt,319,30,1,2019-09-04,0.02,1,179,0,
35612864,Rental unit in Vancouver · ★4.52 · 2 bedrooms · 2 beds · 1 bath,267920421,Evan,,West End,49.28932402,-123.1374605,Entire home/apt,254,2,151,2023-06-03,3.15,1,15,55,20-162419
35614424,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,238308886,Terry,,West End,49.29008,-123.13387,Entire home/apt,165,30,7,2022-06-05,0.2,37,28,0,
35615014,Guest suite in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 bath,109944606,Rhonda,,Marpole,49.20915,-123.14363,Entire home/apt,126,2,150,2023-05-26,3.09,1,251,35,23-156940
35618930,Home in Vancouver · 4 bedrooms · 4 beds · 3 baths,154459227,James,,Riley Park,49.25165,-123.11312,Entire home/apt,420,7,1,2019-08-09,0.02,1,0,0,23-185890
35619056,Guest suite in Vancouver · ★4.95 · 2 bedrooms · 3 beds · 1 bath,267978632,Judith,,Grandview-Woodland,49.27975,-123.06576,Entire home/apt,216,2,104,2023-05-28,2.15,1,225,31,22-156782
35649229,Condo in Vancouver · ★4.69 · 1 bedroom · 3 beds · 1 bath,268186597,Mark & Rebecca,,Downtown,49.28052,-123.10686,Entire home/apt,299,2,26,2022-10-23,0.54,1,0,11,23-158411
35684791,Rental unit in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,23342484,Kristy,,Mount Pleasant,49.26211,-123.09153,Private room,80,2,12,2020-02-23,0.25,2,0,0,
35689951,Condo in Vancouver · ★4.63 · 2 bedrooms · 2 beds · 1 bath,119972656,Tee,,Mount Pleasant,49.26698,-123.10011,Entire home/apt,213,1,63,2023-06-01,1.3,1,52,30,19-254117
35711231,Condo in Vancouver · ★4.52 · 2 bedrooms · 3 beds · 1 bath,177374507,Milly,,Downtown,49.27972936,-123.1087723,Entire home/apt,220,1,86,2023-05-28,1.82,1,44,45,23-158063
35713132,Loft in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,2465718,Ken,,Downtown,49.28028,-123.12069,Entire home/apt,316,2,146,2023-05-26,3.05,1,150,58,22-185363
35715700,Home in Vancouver · ★4.35 · 1 bedroom · 1 bed · 1 shared bath,7155253,Karin,,Renfrew-Collingwood,49.24298,-123.03949,Private room,53,30,17,2023-03-31,0.36,2,32,4,
35719746,Home in Vancouver · ★4.38 · 2 bedrooms · 2 beds · 1 bath,268689766,Linsay,,Grandview-Woodland,49.28347,-123.06099,Entire home/apt,115,3,13,2021-06-01,0.27,1,0,0,19-254561
35721408,Rental unit in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 1 bath,19748213,Charlie,,Downtown,49.27559,-123.13415,Entire home/apt,150,30,54,2023-04-15,1.12,4,1,5,22-157007
35722840,Condo in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 bath,268715000,Jo,,Riley Park,49.24755,-123.0914,Entire home/apt,249,2,98,2023-02-23,2.03,1,317,23,23-156942
35740659,Guest suite in Vancouver · ★4.70 · Studio · 1 bed · 1 bath,50938049,Stacy,,Hastings-Sunrise,49.28616,-123.0526,Entire home/apt,102,1,243,2023-05-30,5.01,1,12,88,22-155889
35766872,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,103744068,Tina,,Downtown,49.28845,-123.1267,Entire home/apt,175,45,5,2022-11-13,0.23,1,77,3,
35772733,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,69139395,Lisa Matt,,Riley Park,49.23307,-123.09746,Private room,40,95,1,2023-04-01,0.42,4,7,1,
35773260,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,269128714,Lisa,,Riley Park,49.23331,-123.09835,Private room,41,30,4,2023-04-15,0.09,1,38,1,
35773343,Condo in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 bath,269129683,Freddie,,Downtown,49.28243,-123.12295,Entire home/apt,279,2,159,2023-05-29,3.29,1,43,66,23-156946
35773483,Home in Vancouver · 3 bedrooms · 3 beds · 2.5 baths,161466855,Alexie,,Mount Pleasant,49.25809,-123.07783,Entire home/apt,589,3,0,,,1,53,0,22-270492
35797934,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,11022532,Preet,,Kensington-Cedar Cottage,49.24104,-123.07267,Private room,69,4,21,2020-04-01,0.44,2,0,0,
35805334,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,20133146,Michael,,Mount Pleasant,49.26091,-123.09784,Entire home/apt,190,30,27,2023-05-05,0.58,1,298,4,21-158489
35806049,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,134758907,Vida,,Downtown,49.28835,-123.12433,Entire home/apt,145,30,3,2020-12-01,0.06,11,77,0,20-161254
35809364,Rental unit in Vancouver · ★3.67 · 1 bedroom · 1 bed · 1 bath,267225603,Paul,,Downtown,49.27894,-123.11539,Entire home/apt,300,3,9,2019-09-27,0.19,1,0,0,19-954361
35809857,Guest suite in Vancouver · ★4.56 · 1 bedroom · 1 bed · 1 bath,269390094,Ratna,,Killarney,49.22246,-123.04124,Entire home/apt,108,2,176,2023-05-28,3.69,1,159,44,23-157331
35847027,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,991076,Tom,,Mount Pleasant,49.26136,-123.0996,Entire home/apt,119,2,22,2021-02-17,0.46,1,0,0,21-157981
35865746,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 private bath,210222551,Dona And Fred,,Riley Park,49.23448181,-123.1130447,Private room,80,30,12,2023-02-12,0.25,4,40,1,
35869904,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,45042754,Jason,,Downtown,49.28148,-123.12386,Entire home/apt,300,181,30,2020-02-16,0.63,1,364,0,19-256507
35872728,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,159044910,Nasim,,Downtown,49.27674,-123.11664,Entire home/apt,90,90,2,2022-12-10,0.15,1,89,1,
35873478,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.26112,-123.12836,Entire home/apt,175,30,2,2022-01-09,0.1,30,282,0,
35922487,Home in Vancouver · ★4.86 · 2 bedrooms · 3 beds · 1 bath,40505280,Joyce,,Sunset,49.22417,-123.07754,Entire home/apt,178,1,141,2023-06-01,2.94,1,5,68,22-205033
35939545,Condo in Vancouver · ★4.87 · Studio · 1 bed · 1 bath,238308886,Terry,,West End,49.29165,-123.13464,Entire home/apt,135,30,15,2023-04-06,0.33,37,35,5,
35941324,Rental unit in Vancouver · ★3.33 · 1 bedroom · 1 bed · 1 private bath,247895956,Lia,,Downtown,49.27622,-123.11441,Private room,200,1,3,2019-07-28,0.06,2,0,0,
35950527,Rental unit in Vancouver · ★4.71 · 1 bedroom · 1 bed · 1 bath,50322733,Erika,,Fairview,49.25813,-123.12783,Entire home/apt,55,30,7,2021-07-05,0.15,1,0,0,
35969981,Home in Vancouver · 2 bedrooms · 2 beds · 1 bath,184294509,Steven,,West Point Grey,49.26647,-123.18603,Entire home/apt,400,2,0,,,1,0,0,19-258394
35972576,Home in Vancouver · ★4.82 · 2 bedrooms · 2 beds · 1 bath,214986,Ardene,,Grandview-Woodland,49.27637,-123.06033,Entire home/apt,271,2,103,2022-11-01,2.2,2,87,20,23-156926
